Név,Google Maps Link,Szélességi fok,Hosszúsági fok,Weboldal,Telefon,Cím,E-mail,Összes E-mail
"Harmónia Lady - Dietetikai tanácsadás, mozgásprogram-tervezés, masszázs","https://www.google.com/maps/place/Harm%C3%B3nia+Lady+-+Dietetikai+tan%C3%A1csad%C3%A1s,+mozg%C3%A1sprogram-tervez%C3%A9s,+massz%C3%A1zs/data=!4m7!3m6!1s0x4741dd72998e1b3b:0x115820cfd888cc5d!8m2!3d47.5185201!4d19.0565505!16s%2Fg%2F11j205yyyc!19sChIJOxuOmXLdQUcRXcyI2M8gWBE?authuser=0&hl=hu&rclk=1",47.5185201,19.0565505,https://profi-masszazs-budapesten.hu/,,"Budapest, Hegedűs Gyula u. 46, 1133",,
Ármin masszázs - Jászai mari tér,https://www.google.com/maps/place/%C3%81rmin+massz%C3%A1zs+-+J%C3%A1szai+mari+t%C3%A9r/data=!4m7!3m6!1s0x4741dc5a6f083bcb:0xe5e45360b9ce9f4e!8m2!3d47.5114059!4d19.0500006!16s%2Fg%2F11gf5b560v!19sChIJyzsIb1rcQUcRTp_OuWBT5OU?authuser=0&hl=hu&rclk=1,47.5114059,19.0500006,https://masszazserted.hu/terapeutak/kascsak-armin/,06203223219,"Budapest, Honvéd u. 38, 1039",info@flowmasszazs.hu,info@flowmasszazs.hu
5 Kontinens Masszázs - Csoknya Tamás,https://www.google.com/maps/place/5+Kontinens+Massz%C3%A1zs+-+Csoknya+Tam%C3%A1s/data=!4m7!3m6!1s0x4741dd83b5888cbf:0xc7494db0366f8b95!8m2!3d47.5133829!4d19.0514179!16s%2Fg%2F11l5dvlv43!19sChIJv4yItYPdQUcRlYtvNrBNScc?authuser=0&hl=hu&rclk=1,47.5133829,19.0514179,https://fb.com/csoknyatamas,06709429368,"Budapest, Pannónia u. 10, 1136",,
"Bridge Masszázs - Shiatsu masszázs, Cellulit masszázs, Nyirokmasszázss","https://www.google.com/maps/place/Bridge+Massz%C3%A1zs+-+Shiatsu+massz%C3%A1zs,+Cellulit+massz%C3%A1zs,+Nyirokmassz%C3%A1zss/data=!4m7!3m6!1s0x4741ddba81a93bc1:0x174ac7f9b96d0ce2!8m2!3d47.5140382!4d19.056765!16s%2Fg%2F11sr9p4f3j!19sChIJwTupgbrdQUcR4gxtufnHShc?authuser=0&hl=hu&rclk=1",47.5140382,19.056765,http://bridge-masszazs.hu/,06309721015,"Budapest, Radnóti Miklós u., 1137",,
Florian Massage & Solutions | Bytewell,https://www.google.com/maps/place/Florian+Massage+%26+Solutions+%7C+Bytewell/data=!4m7!3m6!1s0x438c5b7d49c89287:0x7e0c2f8a2e93437a!8m2!3d47.5255452!4d19.0671031!16s%2Fg%2F11l5fbs6wn!19sChIJh5LISX1bjEMRekOTLoovDH4?authuser=0&hl=hu&rclk=1,47.5255452,19.0671031,https://facebook.com/florian.massage,06202586848,"Budapest, Csángó u. 11, 1134",,
kris.massagetherapy MASSZÁZS STÚDIÓ,https://www.google.com/maps/place/kris.massagetherapy+MASSZ%C3%81ZS+ST%C3%9ADI%C3%93/data=!4m7!3m6!1s0x4741db2d218af399:0x167357ddc3ed4c8c!8m2!3d47.5370021!4d19.0674101!16s%2Fg%2F11rx4hjblf!19sChIJmfOKIS3bQUcRjEztw91XcxY?authuser=0&hl=hu&rclk=1,47.5370021,19.0674101,http://www.facebook.com/kris.massagetherapy,06707755175,"Budapest, Dagály u. 5-7, 1138",,
Saeng Tian Thai Masszázs | Kassai utca,https://www.google.com/maps/place/Saeng+Tian+Thai+Massz%C3%A1zs+%7C+Kassai+utca/data=!4m7!3m6!1s0x4741db0baec5e403:0x18675dbe2489caae!8m2!3d47.5327883!4d19.1086286!16s%2Fg%2F1ttp9229!19sChIJA-TFrgvbQUcRrsqJJL5dZxg?authuser=0&hl=hu&rclk=1,47.5327883,19.1086286,https://thaimasszazscentrum.hu/,06704337982,"Budapest, Kassai u. 178/a, 1142",iroda@travez.hu,iroda@travez.hu
Dóri masszázs,https://www.google.com/maps/place/D%C3%B3ri+massz%C3%A1zs/data=!4m7!3m6!1s0x4741d950813c2cbf:0x2831584abc1a3121!8m2!3d47.5235509!4d19.0714569!16s%2Fg%2F11rsd2p9nd!19sChIJvyw8gVDZQUcRITEavEpYMSg?authuser=0&hl=hu&rclk=1,47.5235509,19.0714569,https://dorimassage.hu/,06703642568,"Budapest, Csángó u. 30-1/3, 1134",info@dorimassage.hu,info@dorimassage.hu
Budapest Kutyamasszázs,https://www.google.com/maps/place/Budapest+Kutyamassz%C3%A1zs/data=!4m7!3m6!1s0x4741db03c031c8bf:0xb3590f6334811d53!8m2!3d47.5283335!4d19.0571731!16s%2Fg%2F11y33drmvz!19sChIJv8gxwAPbQUcRUx2BNGMPWbM?authuser=0&hl=hu&rclk=1,47.5283335,19.0571731,,06308604272,"Budapest, Népfürdő u. 3, 1138",,
Mr. Masszőr,https://www.google.com/maps/place/Mr.+Massz%C5%91r/data=!4m7!3m6!1s0x4741db001de7883f:0xb6e4efcb032321a5!8m2!3d47.531746!4d19.075608!16s%2Fg%2F11j4q53mz0!19sChIJP4jnHQDbQUcRpSEjA8vv5LY?authuser=0&hl=hu&rclk=1,47.531746,19.075608,,06702715650,"Budapest, Hajdú u. 12, 1139",,
Parádé a Szalon,https://www.google.com/maps/place/Par%C3%A1d%C3%A9+a+Szalon/data=!4m7!3m6!1s0x4741db4c2592dd67:0x8bcfef3a0c8e8c9b!8m2!3d47.5309406!4d19.064254!16s%2Fg%2F11vl5v68wg!19sChIJZ92SJUzbQUcRm4yODDrvz4s?authuser=0&hl=hu&rclk=1,47.5309406,19.064254,https://parade13.hu/,06203265598,"Budapest, utcafronti szalon, Zsilip u. 8, 1133",hello@parade13.hu,hello@parade13.hu
Moon In Water Massage,https://www.google.com/maps/place/Moon+In+Water+Massage/data=!4m7!3m6!1s0x4741dc0989a4ec83:0x36981d467ab9afad!8m2!3d47.516906!4d19.0561444!16s%2Fg%2F11c1mzg1lx!19sChIJg-ykiQncQUcRra-5ekYdmDY?authuser=0&hl=hu&rclk=1,47.516906,19.0561444,http://mooninwater.hu/,06708819588,"Budapest, Csanády u. 13, 1136",info@mooninwater.hu,info@mooninwater.hu
Kristó Gábor - Masszázs Terapeuta,https://www.google.com/maps/place/Krist%C3%B3+G%C3%A1bor+-+Massz%C3%A1zs+Terapeuta/data=!4m7!3m6!1s0x4741db94b0bd27f1:0x198867a1b3b72873!8m2!3d47.5334727!4d19.0832676!16s%2Fg%2F11s0p0jvhg!19sChIJ8Se9sJTbQUcRcyi3s6FniBk?authuser=0&hl=hu&rclk=1,47.5334727,19.0832676,,,"Budapest, Frangepán u. 65/B, 1135",,
Jeanette Beauty masszázs-Access Bars (Angyalföld),https://www.google.com/maps/place/Jeanette+Beauty+massz%C3%A1zs-Access+Bars+%28Angyalf%C3%B6ld%29/data=!4m7!3m6!1s0x4741db515dec04bb:0xb1d263d2d5149a1c!8m2!3d47.5501121!4d19.0852432!16s%2Fg%2F11s8y627gh!19sChIJuwTsXVHbQUcRHJoU1dJj0rE?authuser=0&hl=hu&rclk=1,47.5501121,19.0852432,https://www.jeanettebeautywedding.hu/,06305489475,"Budapest, Cimbora u. 23, 1131",jeanettebeatuywedding@gmail.com,jeanettebeatuywedding@gmail.com
Present Life Massage,https://www.google.com/maps/place/Present+Life+Massage/data=!4m7!3m6!1s0x4741db832e0c1c8b:0x2528973a3c5901e!8m2!3d47.5258096!4d19.0698863!16s%2Fg%2F11vt67w87_!19sChIJixwMLoPbQUcRHpDFo3OJUgI?authuser=0&hl=hu&rclk=1,47.5258096,19.0698863,https://app.minup.io/book/present-life-massage,06304071672,"Budapest, Klapka u. 17, 1134",,
"Masszázs TOP10 - Pataki Irén, 13. kerület","https://www.google.com/maps/place/Massz%C3%A1zs+TOP10+-+Pataki+Ir%C3%A9n,+13.+ker%C3%BClet/data=!4m7!3m6!1s0x4741db1161b88289:0x315b9d923b2479fc!8m2!3d47.5254895!4d19.0744775!16s%2Fg%2F11h_vbl86x!19sChIJiYK4YRHbQUcR_HkkO5KdWzE?authuser=0&hl=hu&rclk=1",47.5254895,19.0744775,http://www.masszazstop10.hu/,06708815640,"Budapest, Csata u. 3-7-5 em 2, 1135",patakiiren68@gmail.com,patakiiren68@gmail.com
Zsófi massage,https://www.google.com/maps/place/Zs%C3%B3fi+massage/data=!4m7!3m6!1s0x4741db47154b4e79:0x63a3cebc5f9c9a6b!8m2!3d47.533185!4d19.0857947!16s%2Fg%2F11f9yjw3sx!19sChIJeU5LFUfbQUcRa5qcX7zOo2M?authuser=0&hl=hu&rclk=1,47.533185,19.0857947,,,"Budapest, Frangepán u. 74, 1135",,
Máté a svédmasszőr,https://www.google.com/maps/place/M%C3%A1t%C3%A9+a+sv%C3%A9dmassz%C5%91r/data=!4m7!3m6!1s0x4741dbb44d4066ff:0x78d44338bdea22fe!8m2!3d47.518552!4d19.0594993!16s%2Fg%2F11xghqyvh7!19sChIJ_2ZATbTbQUcR_iLqvThD1Hg?authuser=0&hl=hu&rclk=1,47.518552,19.0594993,https://varnai-mate-svedmasszor7.webnode.hu/,06204997033,"Budapest, Röntgen u. 5/B, 1132",info@domainem.hu,info@domainem.hu
Tree of Life Massage,https://www.google.com/maps/place/Tree+of+Life+Massage/data=!4m7!3m6!1s0x4741dd71df675367:0xf0f3fe13a146a0a3!8m2!3d47.5150279!4d19.0542615!16s%2Fg%2F11y5f517rc!19sChIJZ1Nn33HdQUcRo6BGoRP-8_A?authuser=0&hl=hu&rclk=1,47.5150279,19.0542615,http://tree-of-life-massage.salonic.hu/,06303345532,"Budapest, Hegedűs Gyula u. 20/B, 1136",,
Masszázs Testnek Léleknek,https://www.google.com/maps/place/Massz%C3%A1zs+Testnek+L%C3%A9leknek/data=!4m7!3m6!1s0x4741db9b61c42cef:0x18651561a5e4e7af!8m2!3d47.5183476!4d19.0555212!16s%2Fg%2F11x2l8hcwp!19sChIJ7yzEYZvbQUcRr-fkpWEVZRg?authuser=0&hl=hu&rclk=1,47.5183476,19.0555212,https://masszazstestnekleleknek.hu/,06306671917,"Budapest, Victor Hugo u. 29, 1132",,
Oxigénvitál Center,https://www.google.com/maps/place/Oxig%C3%A9nvit%C3%A1l+Center/data=!4m7!3m6!1s0x4741dbb92a3cd139:0x712c51f114238344!8m2!3d47.5397312!4d19.0834967!16s%2Fg%2F11c56r67n3!19sChIJOdE8KrnbQUcRRIMjFPFRLHE?authuser=0&hl=hu&rclk=1,47.5397312,19.0834967,https://oxygenvital.com/,,"Budapest, Tahi u. 70a, 1139",oxigenvital@oxigenvital.hu,oxigenvital@oxigenvital.hu
Egészség Mandala,https://www.google.com/maps/place/Eg%C3%A9szs%C3%A9g+Mandala/data=!4m7!3m6!1s0x4741dbec0c23a6a9:0xc3e37ac0946fb126!8m2!3d47.5327877!4d19.061761!16s%2Fg%2F11q883qc0p!19sChIJqaYjDOzbQUcRJrFvlMB648M?authuser=0&hl=hu&rclk=1,47.5327877,19.061761,http://egeszsegmandala.webnode.hu/,06205906171,"Budapest, Párkány u. 36, 1138",info@domainem.hu,"info@domainem.hu, spider-feedback@bytedance.com"
Metamorf masszázs,https://www.google.com/maps/place/Metamorf+massz%C3%A1zs/data=!4m7!3m6!1s0x4741d9de68aa6b3d:0xcf7f5e9d8967ae7b!8m2!3d47.5309406!4d19.064254!16s%2Fg%2F11j48h7d66!19sChIJPWuqaN7ZQUcRe65niZ1ef88?authuser=0&hl=hu&rclk=1,47.5309406,19.064254,http://www.metamorfmasszazs.hu/,06704202686,"Budapest, Zsilip u. 8, 1133",ragyogoelet@gmail.com,ragyogoelet@gmail.com
In Good Hands Masszázs Szalon,https://www.google.com/maps/place/In+Good+Hands+Massz%C3%A1zs+Szalon/data=!4m7!3m6!1s0x6812e8567598ecdd:0xaef881830f959f7f!8m2!3d47.5139234!4d19.0532572!16s%2Fg%2F11y5h8qd9r!19sChIJ3eyYdVboEmgRf5-VD4OB-K4?authuser=0&hl=hu&rclk=1,47.5139234,19.0532572,https://ingoodhands.hu/,06202274121,"Budapest, Hegedűs Gyula u. 12, 1136",balintgery@gmail.com,balintgery@gmail.com
Zsani Masszázs Stúdió,https://www.google.com/maps/place/Zsani+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741db1a5f62ba17:0xc823d27f57a1f90c!8m2!3d47.5235605!4d19.0714694!16s%2Fg%2F11x7xnh8rc!19sChIJF7piXxrbQUcRDPmhV3_SI8g?authuser=0&hl=hu&rclk=1,47.5235605,19.0714694,https://www.facebook.com/share/19vmwBdQMK/?mibextid=wwXIfr,,"Budapest, Csángó u. 30, 1134",,
Infinity Massage,https://www.google.com/maps/place/Infinity+Massage/data=!4m7!3m6!1s0x4741dbf52fc13d4d:0x7cd038e350015b7c!8m2!3d47.5193458!4d19.0643097!16s%2Fg%2F11fn6sss09!19sChIJTT3BL_XbQUcRfFsBUOM40Hw?authuser=0&hl=hu&rclk=1,47.5193458,19.0643097,http://infinitymassage.hu/adatvedelmi-tajekoztato/,06302639803,"Budapest, Dévai u., 1134",,
Nyugipont Masszázs,https://www.google.com/maps/place/Nyugipont+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db621b51cfed:0xe2be87b374ef276e!8m2!3d47.5374209!4d19.0611593!16s%2Fg%2F11hdw8vpqq!19sChIJ7c9RG2LbQUcRbifvdLOHvuI?authuser=0&hl=hu&rclk=1,47.5374209,19.0611593,,06209133668,"Budapest, Népfürdő u. 37, 1138",,
"Több, mint talpmasszázs","https://www.google.com/maps/place/T%C3%B6bb,+mint+talpmassz%C3%A1zs/data=!4m7!3m6!1s0x4741dd740a8d32c5:0x8109c428c0bf069c!8m2!3d47.5150961!4d19.0530265!16s%2Fg%2F11vytmlsbt!19sChIJxTKNCnTdQUcRnAa_wCjECYE?authuser=0&hl=hu&rclk=1",47.5150961,19.0530265,,06304077199,"Budapest, Radnóti Miklós u. 22, 1137",,
Czerják Massage Therapy,https://www.google.com/maps/place/Czerj%C3%A1k+Massage+Therapy/data=!4m7!3m6!1s0x4741db2dabf1efd1:0x18f0464fd329a5f0!8m2!3d47.5248422!4d19.0551001!16s%2Fg%2F11t30m_v98!19sChIJ0e_xqy3bQUcR8KUp009G8Bg?authuser=0&hl=hu&rclk=1,47.5248422,19.0551001,http://czerjakmt.hu/,06204653610,"Budapest, Kárpát u. 60, 1133",zoltanczerjak@gmail.com,zoltanczerjak@gmail.com
Barka Zsuzsanna Masszőr és Önismereti Segítő - Vizafogó,https://www.google.com/maps/place/Barka+Zsuzsanna+Massz%C5%91r+%C3%A9s+%C3%96nismereti+Seg%C3%ADt%C5%91+-+Vizafog%C3%B3/data=!4m7!3m6!1s0x4741dbca8adeca4d:0xd6eec2dcfe5e9e01!8m2!3d47.5309987!4d19.0594974!16s%2Fg%2F11vc17q0mb!19sChIJTcreisrbQUcRAZ5e_tzC7tY?authuser=0&hl=hu&rclk=1,47.5309987,19.0594974,https://barkazsuzsanna.hu/,06702944902,"Budapest, Népfürdő u. 17/B, 1138",zsu.barka@gmail.com,zsu.barka@gmail.com
Szálkai Tímea - masszázs stúdió - 13. kerület,https://www.google.com/maps/place/Sz%C3%A1lkai+T%C3%ADmea+-+massz%C3%A1zs+st%C3%BAdi%C3%B3+-+13.+ker%C3%BClet/data=!4m7!3m6!1s0x4741ddb0b6ff6b93:0xe948f031c2384edd!8m2!3d47.5140906!4d19.0554609!16s%2Fg%2F11my18w_wt!19sChIJk2v_trDdQUcR3U44wjHwSOk?authuser=0&hl=hu&rclk=1,47.5140906,19.0554609,,06317813990,"Budapest, Visegrádi u. 17, 1132",,
MASSAGE-MASSZÁZS N.Barbara,https://www.google.com/maps/place/MASSAGE-MASSZ%C3%81ZS+N.Barbara/data=!4m7!3m6!1s0x4741ddfbd2d03e07:0xe755e5efc2372be3!8m2!3d47.5158453!4d19.0529944!16s%2Fg%2F11t29t8d8_!19sChIJBz7Q0vvdQUcR4ys3wu_lVec?authuser=0&hl=hu&rclk=1,47.5158453,19.0529944,,,"Budapest, Pannónia u. 34, 1136",,
Elixír Thai Masszázs,https://www.google.com/maps/place/Elix%C3%ADr+Thai+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dfb53a8977ef:0x5dc8cce04390c968!8m2!3d47.5161881!4d19.0001661!16s%2Fg%2F11w7kmnsg5!19sChIJ73eJOrXfQUcRaMmQQ-DMyF0?authuser=0&hl=hu&rclk=1,47.5161881,19.0001661,https://elixirthai.hu/,06302795871,"Budapest, Pázsit u. 2, 1026",hello@elixirthai.hu,hello@elixirthai.hu
Thai Harmónia Masszázs,https://www.google.com/maps/place/Thai+Harm%C3%B3nia+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dea7337d18eb:0xf45e3142126729e6!8m2!3d47.5087889!4d19.026785!16s%2Fg%2F11_svv83h!19sChIJ6xh9M6feQUcR5ilnEkIxXvQ?authuser=0&hl=hu&rclk=1,47.5087889,19.026785,https://thaiharmonia.hu/,06306775856,"Budapest, Lövőház u. 2-6, 1024",,
Thai Harmónia Masszázs Szalon Budapest - Stop Shop Hűvösvölgy,https://www.google.com/maps/place/Thai+Harm%C3%B3nia+Massz%C3%A1zs+Szalon+Budapest+-+Stop+Shop+H%C5%B1v%C3%B6sv%C3%B6lgy/data=!4m7!3m6!1s0x4741df2b577d307b:0x5e607cd5fb5c027c!8m2!3d47.5377894!4d18.9660187!16s%2Fg%2F1hhvlkkq9!19sChIJezB9VyvfQUcRfAJc-9V8YF4?authuser=0&hl=hu&rclk=1,47.5377894,18.9660187,https://thaiharmonia.hu/,06706142500,"Budapest, Hűvösvölgyi út 138, 1021",,
Thai Harmónia Masszázs Szalon - Rózsakert Bevásárlóközpont,https://www.google.com/maps/place/Thai+Harm%C3%B3nia+Massz%C3%A1zs+Szalon+-+R%C3%B3zsakert+Bev%C3%A1s%C3%A1rl%C3%B3k%C3%B6zpont/data=!4m7!3m6!1s0x4741deb47a2e7101:0x758317a497391979!8m2!3d47.5224817!4d19.0149335!16s%2Fg%2F11h9gtvvbg!19sChIJAXEuerTeQUcReRk5l6QXg3U?authuser=0&hl=hu&rclk=1,47.5224817,19.0149335,https://thaiharmonia.hu/,06209210755,"Budapest, Gábor Áron u. 74, 1026",,
Chang Noi Thai Massage,https://www.google.com/maps/place/Chang+Noi+Thai+Massage/data=!4m7!3m6!1s0x4741d9bf5073b7df:0xfbc910ae821c0aba!8m2!3d47.5656066!4d18.9506192!16s%2Fg%2F11swhh8wcg!19sChIJ37dzUL_ZQUcRugocgq4Qyfs?authuser=0&hl=hu&rclk=1,47.5656066,18.9506192,https://changnoi.salonic.hu/,06304889579,"Budapest, Máriaremetei út 205, 1029",,
Ban Thai masszázs szalon Budapest,https://www.google.com/maps/place/Ban+Thai+massz%C3%A1zs+szalon+Budapest/data=!4m7!3m6!1s0x4741dfba73363291:0x144e110abb907173!8m2!3d47.5078873!4d19.0237047!16s%2Fg%2F11t6xk7xb5!19sChIJkTI2c7rfQUcRc3GQuwoRThQ?authuser=0&hl=hu&rclk=1,47.5078873,19.0237047,http://banthai.hu/,06205143463,"Budapest Széll Kálmán tér és, Dékán u. sarok, 1024",,
SA-BAI THAI MASSAGE,https://www.google.com/maps/place/SA-BAI+THAI+MASSAGE/data=!4m7!3m6!1s0x4741d91332c4a0fd:0x1fb96627489c87a1!8m2!3d47.5515012!4d18.9495276!16s%2Fg%2F11kgd3s2cn!19sChIJ_aDEMhPZQUcRoYecSCdmuR8?authuser=0&hl=hu&rclk=1,47.5515012,18.9495276,http://www.sabaithaimassage.hu/,06705534995,"Budapest, Máriaremetei út 117, 1029",,
Orchidea thai masszazs,https://www.google.com/maps/place/Orchidea+thai+masszazs/data=!4m7!3m6!1s0x4741d9349e59f933:0x38caca808168647c!8m2!3d47.5287868!4d19.0054342!16s%2Fg%2F11d_yt3g25!19sChIJM_lZnjTZQUcRfGRogYDKyjg?authuser=0&hl=hu&rclk=1,47.5287868,19.0054342,http://www.thaimasszazs-orchidea.com/,0613087438,"Budapest, Törökvész út 87-91, 1025",info@thaimasszazs-orchidea.com,info@thaimasszazs-orchidea.com
Asvatta Thai Massage,https://www.google.com/maps/place/Asvatta+Thai+Massage/data=!4m7!3m6!1s0x4741d8a46fe521a1:0x6e18c0f7a58463dd!8m2!3d47.5514988!4d18.9495132!16s%2Fg%2F11b6_f5f8w!19sChIJoSHlb6TYQUcR3WOEpffAGG4?authuser=0&hl=hu&rclk=1,47.5514988,18.9495132,http://asvatta-thaimasszazs.hu/,06705534995,"Budapest, Máriaremetei út 117, 1029",,
Body and Soul Masszázs,https://www.google.com/maps/place/Body+and+Soul+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741df5cb659cd89:0xa5c656dfd5340e66!8m2!3d47.5164134!4d18.9997589!16s%2Fg%2F11mhbdqwc8!19sChIJic1ZtlzfQUcRZg401d9WxqU?authuser=0&hl=hu&rclk=1,47.5164134,18.9997589,https://bsmassage.hu/,06305190605,"Budapest, Budagyöngye Bevásárlóközpont, Szilágyi Erzsébet fasor 121-2. Emelet, 1026",bodyandsoulbudapest@gmail.com,bodyandsoulbudapest@gmail.com
Peaceful Place Holistic Massage,https://www.google.com/maps/place/Peaceful+Place+Holistic+Massage/data=!4m7!3m6!1s0x4741dd156c1c1de9:0xf284f31d65588a46!8m2!3d47.5120025!4d19.0340778!16s%2Fg%2F11p65vbtbk!19sChIJ6R0cbBXdQUcRRopYZR3zhPI?authuser=0&hl=hu&rclk=1,47.5120025,19.0340778,,06703213751,"Budapest, Margit körút 27, 1024",,
Surya Ayurvéda Budapest II.,https://www.google.com/maps/place/Surya+Ayurv%C3%A9da+Budapest+II./data=!4m7!3m6!1s0x4741df81cdd4c7bd:0xda56d2249dbde4bf!8m2!3d47.5189962!4d19.0207029!16s%2Fg%2F11vj448ct1!19sChIJvcfUzYHfQUcRv-S9nSTSVto?authuser=0&hl=hu&rclk=1,47.5189962,19.0207029,http://www.suryaayurveda.hu/,06301789490,"Budapest, Bogár u. 4, 1022",hello@domained.hu,"hello@domained.hu, budapest2@suryaayurveda.hu, szentendre@suryaayurveda.hu"
Harmony & Head Spa Buda,https://www.google.com/maps/place/Harmony+%26+Head+Spa+Buda/data=!4m7!3m6!1s0x4741dd09b36f19e5:0x58f8360d805ff444!8m2!3d47.5135382!4d19.0355037!16s%2Fg%2F11x5nwnfm3!19sChIJ5RlvswndQUcRRPRfgA02-Fg?authuser=0&hl=hu&rclk=1,47.5135382,19.0355037,https://harmonyheadspa.hu/,06308225951,"Budapest, Margit körút 20, 1027",,
Masszázsklinika,https://www.google.com/maps/place/Massz%C3%A1zsklinika/data=!4m7!3m6!1s0x4741ddb9bce59bc1:0x3ada42247799aacb!8m2!3d47.510847!4d19.0107561!16s%2Fg%2F11n72wv6p5!19sChIJwZvlvLndQUcRy6qZdyRC2jo?authuser=0&hl=hu&rclk=1,47.510847,19.0107561,https://masszazsklinika.com/,06302299159,"Budapest, Pasaréti út 7, 1026",info@domainem.hu,"info@domainem.hu, nora@masszazsklinika.com"
Contour Massage by Nikolett,https://www.google.com/maps/place/Contour+Massage+by+Nikolett/data=!4m7!3m6!1s0x4741df6aa144d9db:0xf0967c1425b4e82!8m2!3d47.516144!4d19.004646!16s%2Fg%2F11lcyj254z!19sChIJ29lEoWrfQUcRgk5bQsFnCQ8?authuser=0&hl=hu&rclk=1,47.516144,19.004646,https://contour-massage-by-nikolett.salonic.hu/,,"Budapest, Pasaréti út 49, 1026",,
Mózes Csaba gyógy - és sportmasszőr,https://www.google.com/maps/place/M%C3%B3zes+Csaba+gy%C3%B3gy+-+%C3%A9s+sportmassz%C5%91r/data=!4m7!3m6!1s0x4741dd442f0fc86f:0x89820a71f4969c53!8m2!3d47.511599!4d19.0332379!16s%2Fg%2F11ls23dl3m!19sChIJb8gPL0TdQUcRU5yW9HEKgok?authuser=0&hl=hu&rclk=1,47.511599,19.0332379,https://testmasszor.hu/,06209879236,"Budapest, Margit körút 35-37-2/2, 1024",info@testmasszor.hu,info@testmasszor.hu
Let's Be - Masszázs & Jóga Stúdió | Buda,https://www.google.com/maps/place/Let%27s+Be+-+Massz%C3%A1zs+%26+J%C3%B3ga+St%C3%BAdi%C3%B3+%7C+Buda/data=!4m7!3m6!1s0x2d284a1c283b4fb1:0xde3f43ca5b2dca88!8m2!3d47.5103148!4d19.0243689!16s%2Fg%2F11kh_1wrgc!19sChIJsU87KBxKKC0RiMotW8pDP94?authuser=0&hl=hu&rclk=1,47.5103148,19.0243689,https://www.letsbe-joga-masszazs.hu/,06705533047,"Budapest, Lövőház u. 29, 1024",463991d7bca24f02a0baf16f9e6eda73@sentry.wixpress.com,"463991d7bca24f02a0baf16f9e6eda73@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, letsbe.joga.masszazs@gmail.com, 8c4075d5481d476e945486754f783364@sentry.io, 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com"
"Prémium Masszázs - Gyógymasszőr, Sport - Svédmasszázs, Mozgásszervi kezelések - Budapest","https://www.google.com/maps/place/Pr%C3%A9mium+Massz%C3%A1zs+-+Gy%C3%B3gymassz%C5%91r,+Sport+-+Sv%C3%A9dmassz%C3%A1zs,+Mozg%C3%A1sszervi+kezel%C3%A9sek+-+Budapest/data=!4m7!3m6!1s0x4741ddc0cbd06bed:0xfbea0bc9c85b680e!8m2!3d47.5103057!4d19.0348064!16s%2Fg%2F11fkf88hlw!19sChIJ7WvQy8DdQUcRDmhbyMkL6vs?authuser=0&hl=hu&rclk=1",47.5103057,19.0348064,http://www.premiummasszazs.hu/,06707031459,"Budapest, Horvát u. 9, 1027",,
Massage Heaven Buda,https://www.google.com/maps/place/Massage+Heaven+Buda/data=!4m7!3m6!1s0x4741ddf670c57463:0x1d1a0969465c1c6e!8m2!3d47.5153838!4d19.0369238!16s%2Fg%2F11f7320nwg!19sChIJY3TFcPbdQUcRbhxcRmkJGh0?authuser=0&hl=hu&rclk=1,47.5153838,19.0369238,http://www.massageheaven.hu/,06202942295,"Budapest, Frankel Leó út 24. fsz. 2, 1027",info@massageheaven.hu,info@massageheaven.hu
Anikó masszázs Thai masszázs,https://www.google.com/maps/place/Anik%C3%B3+massz%C3%A1zs+Thai+massz%C3%A1zs/data=!4m7!3m6!1s0x4741d92949eccd79:0xa7e94fedf44da57e!8m2!3d47.5260531!4d19.0369779!16s%2Fg%2F11tfnf3lsr!19sChIJec3sSSnZQUcRfqVN9O1P6ac?authuser=0&hl=hu&rclk=1,47.5260531,19.0369779,http://anikomasszazs.hu/,06307886727,"Budapest, Bécsi út 20, 1023",info@domainem.hu,"info@domainem.hu, anikomasszazs123@gmail.com"
